"Word"	"Duration"	"Speaker"	"File"	"POS"	"Ideal"	"Surface"	"ParseIdeal"	"ParseSurface"	"Prepausal"	"SylNIdeal"	"SylNSurface"	"StressGuess"	"TimeInto"	"IsYoung"	"IsMale"	"IntIsMale"
"kind"	169	1	"01a"	"NN"	"k2nd"	"kVn"	"k2nd"	"kVn"	0	1	1	"1"	126.1005	1	0	0
"of"	96	1	"01a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	126.268	1	0	0
"how"	124	1	"01a"	"WRB"	"h6"	"h6"	"h6"	"h6"	0	1	1	"1"	126.3622	1	0	0
"it's"	158	1	"01a"	"PRP_VBZ"	"Its"	"Vs"	"Its"	"Vs"	0	1	1	"1"	126.4851	1	0	0
"divided"	376	1	"01a"	"VBD"	"dIv2dVd"	"dVv2dIR"	"dI.v2.dVd"	"dV.v2.dIR"	0	3	3	"010"	126.6416	1	0	0
"out"	316	1	"01a"	"RP"	"6t"	"6t"	"6t"	"6t"	1	1	1	"1"	127.0132	1	0	0
"between"	320	1	"01a"	"IN"	"bItwin"	"bItwin"	"bI.twin"	"bI.twin"	0	2	2	"01"	127.5197	1	0	0
"the"	66	1	"01a"	"DT"	"Di"	"nV"	"Di"	"nV"	0	1	1	"0"	127.8363	1	0	0
"projects"	644	1	"01a"	"NNS"	"prQ_Ekts"	"prQ_Vks"	"prQ._Ekts"	"prQ._Vks"	1	2	2	"10"	127.9007	1	0	0
"um-hum"	212	1	"01a"	"UH"	"FhF"	"FhF"	"F.hF"	"F.hF"	1	2	2	"??"	134.8663	1	0	0
"um"	344	1	"01a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	141.945	1	0	0
"a"	64	1	"01a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	144.5514	1	0	0
"nurse"	175	1	"01a"	"NN"	"n3s"	"n3s"	"n3s"	"n3s"	0	1	1	"1"	144.6145	1	0	0
"practitioner"	655	1	"01a"	"NN"	"pr{ktISVn3"	"pVktISn3"	"pr{k.tI.SV.n3"	"pVk.tI.Sn3"	0	4	3	"010"	144.7881	1	0	0
"has"	510	1	"01a"	"VBZ"	"h{z"	"h{z"	"h{z"	"h{z"	0	1	1	"1"	145.4383	1	0	0
"more"	416	1	"01a"	"JJR"	"m5r"	"m5r"	"m5r"	"m5r"	0	1	1	"1"	145.9462	1	0	0
"authority"	817	1	"01a"	"NN"	"QTQrVti"	"VT5rIRi"	"Q.TQ.rV.ti"	"V.T5.rI.Ri"	0	4	4	"0100"	146.3611	1	0	0
"i"	79	1	"01a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	147.1748	1	0	0
"guess"	406	1	"01a"	"VBP"	"gEs"	"gVs"	"gEs"	"gVs"	0	1	1	"1"	147.2534	1	0	0
"to"	458	1	"01a"	"TO"	"tu"	"tu"	"tu"	"tu"	0	1	1	"1"	147.6582	1	0	0
"diagnose"	680	1	"01a"	"VB"	"d2Vgn5s"	"d2Vgn5s"	"d2.Vg.n5s"	"d2.Vg.n5s"	0	3	3	"201"	148.1152	1	0	0
"and"	131	1	"01a"	"CC"	"{nd"	"H"	"{nd"	"H"	0	1	1	"0"	148.7919	1	0	0
"see"	179	1	"01a"	"VB"	"si"	"si"	"si"	"si"	0	1	1	"1"	148.9228	1	0	0
"patients"	719	1	"01a"	"NNS"	"p1SVnts"	"p1SVnts"	"p1.SVnts"	"p1.SVnts"	1	2	2	"10"	149.1004	1	0	0
"um"	245	1	"01a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	0	1	1	"1"	149.8754	1	0	0
"the"	41	1	"01a"	"DT"	"Di"	"V"	"Di"	"V"	0	1	1	"0"	150.1189	1	0	0
"state"	213	1	"01a"	"NN"	"st1t"	"st1R"	"st1t"	"st1R"	0	1	1	"1"	150.1589	1	0	0
"of"	88	1	"01a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	150.3697	1	0	0
"ohio"	385	1	"01a"	"NNP"	"5h25"	"Vh25"	"5.h2.5"	"V.h2.5"	0	3	3	"010"	150.4565	1	0	0
"is"	340	1	"01a"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	1	1	1	"1"	150.8396	1	0	0
"i"	65	1	"01a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	151.595	1	0	0
"think"	180	1	"01a"	"VBP"	"TINk"	"TINk"	"TINk"	"TINk"	0	1	1	"1"	151.6594	1	0	0
"the"	73	1	"01a"	"DT"	"Di"	"Di"	"Di"	"Di"	0	1	1	"0"	151.8377	1	0	0
"only"	210	1	"01a"	"JJ"	"5nli"	"5nli"	"5n.li"	"5n.li"	0	2	2	"10"	151.9089	1	0	0
"state"	344	1	"01a"	"NN"	"st1t"	"st1t"	"st1t"	"st1t"	0	1	1	"1"	152.117	1	0	0
"that"	178	1	"01a"	"WDT"	"D{t"	"DEY"	"D{t"	"DEY"	0	1	1	"1"	152.4581	1	0	0
"has"	273	1	"01a"	"VBZ"	"h{z"	"h{z"	"h{z"	"h{z"	0	1	1	"1"	152.6351	1	0	0
"a"	45	1	"01a"	"DT"	"1"	"1"	"1"	"1"	0	1	1	"0"	152.907	1	0	0
"given"	494	1	"01a"	"VBN"	"gIvVn"	"gEvEn"	"gI.vVn"	"gE.vEn"	1	2	2	"10"	152.9517	1	0	0
"um"	343	1	"01a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	153.8827	1	0	0
"nurse"	202	1	"01a"	"NN"	"n3s"	"n3S"	"n3s"	"n3S"	0	1	1	"1"	154.3929	1	0	0
"practitioners"	818	1	"01a"	"NNS"	"pr{ktISVn3z"	"pr{ktUSn3z"	"pr{k.tI.SV.n3z"	"pr{k.tU.Sn3z"	0	4	3	"010"	154.5926	1	0	0
"prescriptive"	552	1	"01a"	"JJ"	"prIskrIptIv"	"prVskVptVv"	"prI.skrIpt.Iv"	"prV.skVpt.Vv"	0	3	3	"???"	155.4054	1	0	0
"authority"	397	1	"01a"	"NN"	"QTQrVti"	"VT5rVti"	"Q.TQ.rV.ti"	"V.T5.rV.ti"	0	4	4	"0100"	155.9523	1	0	0
"where"	157	1	"01a"	"WRB"	"wEr"	"wVr"	"wEr"	"wVr"	0	1	1	"1"	156.346	1	0	0
"we"	83	1	"01a"	"PRP"	"wi"	"wI"	"wi"	"wI"	0	1	1	"1"	156.502	1	0	0
"can"	154	1	"01a"	"MD"	"k{n"	"kVn"	"k{n"	"kVn"	0	1	1	"1"	156.584	1	0	0
"write"	136	1	"01a"	"VB"	"r2t"	"rVR"	"r2t"	"rVR"	0	1	1	"1"	156.7373	1	0	0
"our"	106	1	"01a"	"PRP$"	"63"	"Vr"	"6.3"	"Vr"	0	2	1	"1"	156.8708	1	0	0
"own"	102	1	"01a"	"JJ"	"5n"	"5m"	"5n"	"5m"	0	1	1	"1"	156.9761	1	0	0
"prescriptions"	704	1	"01a"	"NNS"	"prIskrIpSVnz"	"prVskVpSVnz"	"prI.skrIp.SVnz"	"prV.skVp.SVnz"	1	3	3	"010"	157.0773	1	0	0
"so"	351	1	"01a"	"IN"	"s5"	"s5"	"s5"	"s5"	0	1	1	"1"	158.3057	1	0	0
"we"	99	1	"01a"	"PRP"	"wi"	"wi"	"wi"	"wi"	0	1	1	"1"	158.6554	1	0	0
"can"	210	1	"01a"	"MD"	"k{n"	"kIn"	"k{n"	"kIn"	0	1	1	"1"	158.7542	1	0	0
"see"	200	1	"01a"	"VB"	"si"	"si"	"si"	"si"	0	1	1	"1"	158.9626	1	0	0
"patients"	481	1	"01a"	"NNS"	"p1SVnts"	"p1SVns"	"p1.SVnts"	"p1.SVns"	0	2	2	"10"	159.1612	1	0	0
"do"	142	1	"01a"	"VBP"	"du"	"du"	"du"	"du"	0	1	1	"1"	159.6399	1	0	0
"the"	86	1	"01a"	"DT"	"Di"	"DV"	"Di"	"DV"	0	1	1	"0"	159.781	1	0	0
"physicals"	721	1	"01a"	"NNS"	"fIzIkPz"	"fEzVkPz"	"fI.zI.kPz"	"fE.zV.kPz"	1	3	3	"100"	159.8664	1	0	0
"we"	133	1	"01a"	"PRP"	"wi"	"wi"	"wi"	"wi"	0	1	1	"1"	161.3106	1	0	0
"can"	477	1	"01a"	"MD"	"k{n"	"k{n"	"k{n"	"k{n"	0	1	1	"1"	161.4422	1	0	0
"suggest"	553	1	"01a"	"VB"	"sV_Est"	"sug_Est"	"sV._Est"	"sug._Est"	0	2	2	"01"	162.049	1	0	0
"medications"	818	1	"01a"	"NNS"	"mEdIk1SVnz"	"mERVk1SVnz"	"mE.dI.k1.SVnz"	"mE.RV.k1.SVnz"	0	4	4	"2010"	162.5989	1	0	0
"i"	106	1	"01a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	163.4119	1	0	0
"guess"	195	1	"01a"	"NN"	"gEs"	"gEs"	"gEs"	"gEs"	0	1	1	"1"	163.5177	1	0	0
"per"	174	1	"01a"	"IN"	"p3"	"p3"	"p3"	"p3"	0	1	1	"1"	163.7102	1	0	0
"se"	203	1	"01a"	"NNP"	"s1"	"s1"	"s1"	"s1"	0	1	1	"1"	163.8831	1	0	0
"but"	143	1	"01a"	"CC"	"bVt"	"bVt"	"bVt"	"bVt"	0	1	1	"1"	164.0852	1	0	0
"then"	159	1	"01a"	"RB"	"DEn"	"DEn"	"DEn"	"DEn"	0	1	1	"1"	164.2262	1	0	0
"the"	73	1	"01a"	"DT"	"Di"	"nV"	"Di"	"nV"	0	1	1	"0"	164.3842	1	0	0
"physician"	395	1	"01a"	"NN"	"fIzISVn"	"fIzVSH"	"fI.zI.SVn"	"fI.zV.SH"	0	3	3	"010"	164.4554	1	0	0
"has"	228	1	"01a"	"VBZ"	"h{z"	"h{z"	"h{z"	"h{z"	0	1	1	"1"	164.848	1	0	0
"to"	63	1	"01a"	"TO"	"tu"	"t"	"tu"	"t"	0	1	1	"1"	165.0745	1	0	0
"come"	208	1	"01a"	"VB"	"kVm"	"kVm"	"kVm"	"kVm"	0	1	1	"1"	165.1368	1	0	0
"in"	128	1	"01a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	165.3437	1	0	0
"confirm"	449	1	"01a"	"VBP"	"kVnf3m"	"kVmf3m"	"kVn.f3m"	"kVm.f3m"	0	2	2	"01"	165.4703	1	0	0
"our"	117	1	"01a"	"PRP$"	"63"	"Qr"	"6.3"	"Qr"	0	2	1	"1"	165.9152	1	0	0
"findings"	489	1	"01a"	"NNS"	"f2ndINz"	"f2ndINz"	"f2n.dINz"	"f2n.dINz"	0	2	2	"10"	166.0319	1	0	0
"and"	89	1	"01a"	"CC"	"{nd"	"Vn"	"{nd"	"Vn"	0	1	1	"0"	166.518	1	0	0
"then"	124	1	"01a"	"RB"	"DEn"	"nEn"	"DEn"	"nEn"	0	1	1	"1"	166.6062	1	0	0
"he"	125	1	"01a"	"PRP"	"hi"	"hi"	"hi"	"hi"	0	1	1	"1"	166.7296	1	0	0
"actually"	336	1	"01a"	"RB"	"{kJuli"	"{kSlU"	"{k.Ju.li"	"{kS.lU"	0	3	2	"10"	166.853	1	0	0
"writes"	280	1	"01a"	"VBZ"	"r2ts"	"r2ts"	"r2ts"	"r2ts"	0	1	1	"1"	167.1859	1	0	0
"the"	83	1	"01a"	"DT"	"Di"	"DV"	"Di"	"DV"	0	1	1	"0"	167.4632	1	0	0
"prescriptions"	737	1	"01a"	"NNS"	"prIskrIpSVnz"	"prVskrVpSVnz"	"prI.skrIp.SVnz"	"prV.skrVp.SVnz"	1	3	3	"010"	167.5459	1	0	0
"yes"	424	1	"01a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	175.951	1	0	0
"and"	76	1	"01a"	"CC"	"{nd"	"H"	"{nd"	"H"	0	1	1	"0"	176.7056	1	0	0
"that's"	197	1	"01a"	"DT_VBZ"	"D{ts"	"{s"	"D{ts"	"{s"	0	1	1	"1"	176.7809	1	0	0
"what"	79	1	"01a"	"WP"	"wVt"	"wVY"	"wVt"	"wVY"	0	1	1	"1"	176.9768	1	0	0
"i"	76	1	"01a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	177.0535	1	0	0
"like"	315	1	"01a"	"IN"	"l2k"	"l2k"	"l2k"	"l2k"	1	1	1	"1"	177.1287	1	0	0
"correct"	606	1	"01a"	"JJ"	"kVrEkt"	"k3Ekt"	"kV.rEkt"	"k3.Ekt"	1	2	2	"01"	180.8553	1	0	0
"exactly"	486	1	"01a"	"RB"	"Egz{ktli"	"Ikz{kli"	"Eg.z{kt.li"	"Ik.z{.kli"	1	3	3	"010"	195.2278	1	0	0
"exactly"	472	1	"01a"	"RB"	"Egz{ktli"	"Ez{kli"	"Eg.z{kt.li"	"E.z{.kli"	1	3	3	"010"	196.318	1	0	0
"but"	199	1	"01a"	"CC"	"bVt"	"bUt"	"bVt"	"bUt"	1	1	1	"1"	196.9954	1	0	0
"we're"	107	1	"01a"	"PRP_VBP"	"wir"	"wi"	"wir"	"wi"	0	1	1	"1"	197.2754	1	0	0
"working"	283	1	"01a"	"NN"	"w3kIN"	"w3kIn"	"w3.kIN"	"w3.kIn"	0	2	2	"10"	197.3813	1	0	0
"on"	75	1	"01a"	"IN"	"Qn"	"Qn"	"Qn"	"Qn"	0	1	1	"1"	197.6613	1	0	0
"it"	123	1	"01a"	"PRP"	"It"	"EY"	"It"	"EY"	0	1	1	"1"	197.7352	1	0	0
"we've"	130	1	"01a"	"PRP_VBP"	"wiv"	"wiv"	"wiv"	"wiv"	0	1	1	"1"	197.8565	1	0	0
"gotta"	190	1	"01a"	"NN"	"gQttu"	"gVRV"	"gQt.tu"	"gV.RV"	0	2	2	"10"	197.9847	1	0	0
"couple"	243	1	"01a"	"NN"	"kVpP"	"kVpP"	"kV.pP"	"kV.pP"	0	2	2	"10"	198.1732	1	0	0
"house"	225	1	"01a"	"NN"	"h6s"	"h6z"	"h6s"	"h6z"	0	1	1	"1"	198.4146	1	0	0
"bills"	260	1	"01a"	"NNS"	"bIlz"	"bVlz"	"bIlz"	"bVlz"	0	1	1	"1"	198.637	1	0	0
"in"	158	1	"01a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	198.8953	1	0	0
"right"	142	1	"01a"	"NN"	"r2t"	"r2Y"	"r2t"	"r2Y"	0	1	1	"1"	199.0526	1	0	0
"now"	287	1	"01a"	"RB"	"n6"	"n6"	"n6"	"n6"	0	1	1	"1"	199.193	1	0	0
"and"	223	1	"01a"	"CC"	"{nd"	"Ind"	"{nd"	"Ind"	1	1	1	"0"	199.4791	1	0	0
"see"	212	1	"01a"	"VB"	"si"	"si"	"si"	"si"	0	1	1	"1"	200.3138	1	0	0
"how"	179	1	"01a"	"WRB"	"h6"	"h6"	"h6"	"h6"	0	1	1	"1"	200.5246	1	0	0
"things"	258	1	"01a"	"NNS"	"TINz"	"TINz"	"TINz"	"TINz"	0	1	1	"1"	200.7026	1	0	0
"go"	196	1	"01a"	"VBP"	"g5"	"g5"	"g5"	"g5"	1	1	1	"1"	200.9579	1	0	0
"be"	146	1	"01a"	"VB"	"bi"	"bI"	"bi"	"bI"	0	1	1	"1"	202.1628	1	0	0
"exciting"	445	1	"01a"	"JJ"	"Eks2tIN"	"Iks2RIN"	"Eks.2.tIN"	"Iks.2.RIN"	1	3	3	"010"	202.3079	1	0	0
"yes"	452	1	"01a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	205.3238	1	0	0
"i"	54	1	"01a"	"PRP"	"2"	"V"	"2"	"V"	0	1	1	"1"	207.0169	1	0	0
"love"	196	1	"01a"	"NN"	"lVv"	"lVv"	"lVv"	"lVv"	0	1	1	"1"	207.0705	1	0	0
"ohio"	284	1	"01a"	"NNP"	"5h25"	"Vh2V"	"5.h2.5"	"V.h2.V"	0	3	3	"010"	207.2644	1	0	0
"state"	369	1	"01a"	"NN"	"st1t"	"st1t"	"st1t"	"st1t"	0	1	1	"1"	207.5458	1	0	0
"but"	270	1	"01a"	"CC"	"bVt"	"bVR"	"bVt"	"bVR"	0	1	1	"1"	207.9133	1	0	0
"i"	116	1	"01a"	"PRP"	"2"	"V"	"2"	"V"	0	1	1	"1"	208.1818	1	0	0
"don't"	164	1	"01a"	"VBP_RB"	"d5nt"	"R5nY"	"d5nt"	"R5nY"	0	1	1	"1"	208.297	1	0	0
"i"	138	1	"01a"	"PRP"	"2"	"E"	"2"	"E"	0	1	1	"1"	208.8605	1	0	0
"guess"	238	1	"01a"	"NN"	"gEs"	"gEs"	"gEs"	"gEs"	0	1	1	"1"	208.9981	1	0	0
"from"	161	1	"01a"	"IN"	"frVm"	"fVm"	"frVm"	"fVm"	0	1	1	"1"	209.2349	1	0	0
"a"	46	1	"01a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	209.3941	1	0	0
"career"	252	1	"01a"	"NN"	"kVrIr"	"krIr"	"kV.rIr"	"krIr"	0	2	1	"?"	209.4396	1	0	0
"perspective"	585	1	"01a"	"NN"	"p3spEktIv"	"p3spEktIv"	"p3s.pEk.tIv"	"p3s.pEk.tIv"	0	3	3	"010"	209.6891	1	0	0
"they"	105	1	"01a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	210.2702	1	0	0
"say"	191	1	"01a"	"VBP"	"s1"	"s1"	"s1"	"s1"	0	1	1	"1"	210.3749	1	0	0
"it's"	158	1	"01a"	"PRP_VBZ"	"Its"	"Is"	"Its"	"Is"	0	1	1	"1"	210.5649	1	0	0
"not"	133	1	"01a"	"RB"	"nQt"	"nQR"	"nQt"	"nQR"	0	1	1	"1"	210.7217	1	0	0
"a"	39	1	"01a"	"DT"	"1"	"I"	"1"	"I"	0	1	1	"0"	210.8533	1	0	0
"good"	119	1	"01a"	"JJ"	"gUd"	"gUR"	"gUd"	"gUR"	0	1	1	"1"	210.8919	1	0	0
"idea"	312	1	"01a"	"NN"	"2diV"	"2diI"	"2.di.V"	"2.di.I"	0	3	3	"010"	211.0092	1	0	0
"to"	81	1	"01a"	"TO"	"tu"	"dI"	"tu"	"dI"	0	1	1	"1"	211.3184	1	0	0
"get"	152	1	"01a"	"VB"	"gEt"	"gEt"	"gEt"	"gEt"	0	1	1	"1"	211.3977	1	0	0
"all"	129	1	"01a"	"DT"	"Ql"	"Q"	"Ql"	"Q"	0	1	1	"1"	211.5483	1	0	0
"your"	129	1	"01a"	"PRP$"	"j5r"	"j3"	"j5r"	"j3"	0	1	1	"1"	211.6771	1	0	0
"degrees"	334	1	"01a"	"NNS"	"dIgriz"	"dUgriz"	"dI.griz"	"dU.griz"	0	2	2	"01"	211.8052	1	0	0
"from"	144	1	"01a"	"IN"	"frVm"	"fF"	"frVm"	"fF"	0	1	1	"1"	212.1368	1	0	0
"one"	143	1	"01a"	"CD"	"wVn"	"Qm"	"wVn"	"Qm"	0	1	1	"1"	212.2799	1	0	0
"place"	326	1	"01a"	"NN"	"pl1s"	"pl1s"	"pl1s"	"pl1s"	0	1	1	"1"	212.4223	1	0	0
"but"	183	1	"01a"	"CC"	"bVt"	"bVY"	"bVt"	"bVY"	1	1	1	"1"	212.7464	1	0	0
"i"	85	1	"01a"	"PRP"	"2"	"V"	"2"	"V"	0	1	1	"1"	213.4726	1	0	0
"don't"	218	1	"01a"	"VBP_RB"	"d5nt"	"R5n"	"d5nt"	"R5n"	0	1	1	"1"	213.5573	1	0	0
"intend"	316	1	"01a"	"VBP"	"IntEnd"	"IntEn"	"In.tEnd"	"In.tEn"	0	2	2	"01"	213.7734	1	0	0
"to"	68	1	"01a"	"TO"	"tu"	"dV"	"tu"	"dV"	0	1	1	"1"	214.0869	1	0	0
"ever"	161	1	"01a"	"RB"	"Ev3"	"Ev3"	"E.v3"	"E.v3"	0	2	2	"10"	214.1547	1	0	0
"leave"	180	1	"01a"	"VB"	"liv"	"liv"	"liv"	"liv"	0	1	1	"1"	214.314	1	0	0
"here"	166	1	"01a"	"RB"	"hIr"	"hir"	"hIr"	"hir"	0	1	1	"1"	214.4923	1	0	0
"so"	281	1	"01a"	"RB"	"s5"	"s5"	"s5"	"s5"	1	1	1	"1"	214.6571	1	0	0
"i"	73	1	"01a"	"PRP"	"2"	"V"	"2"	"V"	0	1	1	"1"	218.326	1	0	0
"love"	222	1	"01a"	"NN"	"lVv"	"lVv"	"lVv"	"lVv"	0	1	1	"1"	218.3985	1	0	0
"yes"	441	1	"01a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	220.6124	1	0	0
"yes"	404	1	"01a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	222.6221	1	0	0
"yes"	362	1	"01a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	225.2671	1	0	0
"i"	173	1	"01a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	225.7018	1	0	0
"uh"	79	1	"01a"	"UH"	"V"	"V"	"V"	"V"	1	1	1	"1"	225.8747	1	0	0
"um"	275	1	"01a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	225.9933	1	0	0
"uh"	404	1	"01a"	"UH"	"V"	"V"	"V"	"V"	1	1	1	"1"	227.1223	1	0	0
"lordy"	288	1	"01a"	"JJ"	"l5rdi"	"l5rRi"	"l5r.di"	"l5r.Ri"	1	2	2	"12"	227.9352	1	0	0
"um"	212	1	"01a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	228.3326	1	0	0
"grew"	148	1	"01a"	"VBD"	"gru"	"gru"	"gru"	"gru"	0	1	1	"1"	228.8675	1	0	0
"up"	120	1	"01a"	"RB"	"Vp"	"Vp"	"Vp"	"Vp"	0	1	1	"1"	229.014	1	0	0
"on"	86	1	"01a"	"IN"	"Qn"	"Qn"	"Qn"	"Qn"	0	1	1	"1"	229.1333	1	0	0
"the"	65	1	"01a"	"DT"	"Di"	"nV"	"Di"	"nV"	0	1	1	"0"	229.2188	1	0	0
"westside"	402	1	"01a"	"NN"	"wEsts1d"	"wEsVR"	"wEst.s1d"	"wE.sVR"	0	2	2	"11"	229.2825	1	0	0
"i"	115	1	"01a"	"PRP"	"2"	"V"	"2"	"V"	0	1	1	"1"	229.6819	1	0	0
"went"	123	1	"01a"	"VBD"	"wEnt"	"wEn"	"wEnt"	"wEn"	0	1	1	"1"	229.7965	1	0	0
"to"	75	1	"01a"	"TO"	"tu"	"tV"	"tu"	"tV"	1	1	1	"1"	229.9172	1	0	0
"my"	336	1	"01a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	230.7573	1	0	0
"husband"	618	1	"01a"	"NN"	"hVzbVnd"	"hVzbEnd"	"hVz.bVnd"	"hVz.bEnd"	0	2	2	"10"	231.0929	1	0	0
"went"	298	1	"01a"	"VBD"	"wEnt"	"wEnY"	"wEnt"	"wEnY"	0	1	1	"1"	231.7065	1	0	0
"to"	131	1	"01a"	"TO"	"tu"	"t"	"tu"	"t"	1	1	1	"1"	232.0028	1	0	0
"um"	398	1	"01a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	232.6734	1	0	0
"proximity"	485	1	"01a"	"NN"	"prQksImVti"	"prQksImIRi"	"prQks.I.mV.ti"	"prQks.I.mI.Ri"	0	4	4	"0100"	233.3257	1	0	0
"wise"	231	1	"01a"	"JJ"	"w2z"	"w2z"	"w2z"	"w2z"	0	1	1	"1"	233.8057	1	0	0
"is"	85	1	"01a"	"VBZ"	"Iz"	"Uz"	"Iz"	"Uz"	0	1	1	"1"	234.0356	1	0	0
"probably"	250	1	"01a"	"RB"	"prQbVbli"	"prQli"	"prQ.bVb.li"	"prQ.li"	0	3	2	"10"	234.1197	1	0	0
"within"	209	1	"01a"	"IN"	"wITIn"	"wIDIn"	"wI.TIn"	"wI.DIn"	0	2	2	"01"	234.3665	1	0	0
"a"	31	1	"01a"	"DT"	"1"	"V"	"1"	"V"	0	1	1	"0"	234.5726	1	0	0
"mile"	254	1	"01a"	"NN"	"m2l"	"m2l"	"m2l"	"m2l"	0	1	1	"1"	234.6031	1	0	0
"of"	71	1	"01a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	234.856	1	0	0
"each"	186	1	"01a"	"DT"	"iJ"	"iJ"	"iJ"	"iJ"	0	1	1	"1"	234.9259	1	0	0
"other"	247	1	"01a"	"JJ"	"VD3"	"VD3"	"V.D3"	"V.D3"	0	2	2	"10"	235.1103	1	0	0
"we"	119	1	"01a"	"PRP"	"wi"	"wi"	"wi"	"wi"	0	1	1	"1"	235.3557	1	0	0
"were"	59	1	"01a"	"VBD"	"w3"	"3"	"w3"	"3"	0	1	1	"0"	235.473	1	0	0
"kind"	179	1	"01a"	"NN"	"k2nd"	"kVn"	"k2nd"	"kVn"	0	1	1	"1"	235.532	1	0	0
"of"	83	1	"01a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	235.709	1	0	0
"high"	129	1	"01a"	"JJ"	"h2"	"h2"	"h2"	"h2"	0	1	1	"1"	235.7904	1	0	0
"school"	200	1	"01a"	"NN"	"skul"	"skul"	"skul"	"skul"	0	1	1	"1"	235.9178	1	0	0
"sweethearts"	676	1	"01a"	"NNS"	"swithQrts"	"swihQrts"	"swit.hQrts"	"swi.hQrts"	0	2	2	"12"	236.1158	1	0	0
"and"	216	1	"01a"	"CC"	"{nd"	"End"	"{nd"	"End"	1	1	1	"0"	236.7885	1	0	0
"the"	128	1	"01a"	"DT"	"Di"	"DV"	"Di"	"DV"	0	1	1	"0"	237.3397	1	0	0
"whole"	121	1	"01a"	"JJ"	"h5l"	"h5l"	"h5l"	"h5l"	0	1	1	"1"	237.4658	1	0	0
"bit"	310	1	"01a"	"NN"	"bIt"	"bIY"	"bIt"	"bIY"	1	1	1	"1"	237.5852	1	0	0
"um"	226	1	"01a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	237.9547	1	0	0
"his"	145	1	"01a"	"PRP$"	"hIz"	"hIz"	"hIz"	"hIz"	0	1	1	"1"	238.5046	1	0	0
"dad"	335	1	"01a"	"NN"	"d{d"	"d{d"	"d{d"	"d{d"	0	1	1	"1"	238.6476	1	0	0
"still"	314	1	"01a"	"RB"	"stIl"	"stIl"	"stIl"	"stIl"	0	1	1	"1"	238.9819	1	0	0
"lives"	314	1	"01a"	"VBZ"	"lIvz"	"lIvz"	"lIvz"	"lIvz"	0	1	1	"1"	239.2945	1	0	0
"in"	100	1	"01a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	239.6064	1	0	0
"grove"	159	1	"01a"	"JJ"	"gr5v"	"gr5v"	"gr5v"	"gr5v"	0	1	1	"1"	239.7054	1	0	0
"city"	297	1	"01a"	"NN"	"sIti"	"sIRi"	"sI.ti"	"sI.Ri"	0	2	2	"10"	239.8634	1	0	0
"my"	153	1	"01a"	"PRP$"	"m2"	"mV"	"m2"	"mV"	0	1	1	"1"	240.1577	1	0	0
"mom"	297	1	"01a"	"NN"	"mQm"	"mQm"	"mQm"	"mQm"	0	1	1	"1"	240.3102	1	0	0
"lives"	205	1	"01a"	"NNS"	"lIvz"	"lVvz"	"lIvz"	"lVvz"	0	1	1	"1"	240.6065	1	0	0
"still"	376	1	"01a"	"RB"	"stIl"	"stIl"	"stIl"	"stIl"	1	1	1	"1"	240.8099	1	0	0
"at"	150	1	"01a"	"IN"	"{t"	"ED"	"{t"	"ED"	0	1	1	"1"	241.4954	1	0	0
"our"	282	1	"01a"	"PRP$"	"63"	"Qr"	"6.3"	"Qr"	0	2	1	"1"	241.6453	1	0	0
